user_id,stage,event_date
U0044,first_transaction,2024-02-04
U0045,app_downloaded,2024-08-27
U0045,registered,2024-08-28
U0045,kyc_completed,2024-08-29
U0045,card_activated,2024-08-30
U0045,first_transaction,2024-08-31
U0046,app_downloaded,2024-10-08
U0046,registered,2024-10-09
U0046,kyc_completed,2024-10-10
U0046,card_activated,2024-10-11
U0046,first_transaction,2024-10-12
U0047,app_downloaded,2024-12-31
U0047,registered,2025-01-01
U0047,kyc_completed,2025-01-02
U0047,card_activated,2025-01-03
U0047,first_transaction,2025-01-04
U0048,app_downloaded,2024-06-10
U0048,registered,2024-06-11
U0048,kyc_completed,2024-06-12
U0048,card_activated,2024-06-13
U0048,first_transaction,2024-06-14
U0049,app_downloaded,2024-08-23
U0049,registered,2024-08-24
U0049,kyc_completed,2024-08-25
U0050,app_downloaded,2024-08-08
U0050,registered,2024-08-09
U0050,kyc_completed,2024-08-10
U0050,card_activated,2024-08-11
U0050,first_transaction,2024-08-12
U0051,app_downloaded,2024-02-29
U0051,registered,2024-03-01
U0051,kyc_completed,2024-03-02
U0051,card_activated,2024-03-03
U0051,first_transaction,2024-03-04
U0052,app_downloaded,2024-04-05
U0052,registered,2024-04-06
U0052,kyc_completed,2024-04-07
U0052,card_activated,2024-04-08
U0053,app_downloaded,2024-03-03
U0054,app_downloaded,2024-10-05
U0054,registered,2024-10-06
U0054,kyc_completed,2024-10-07
U0054,card_activated,2024-10-08
U0054,first_transaction,2024-10-09
U0055,app_downloaded,2024-02-17
U0055,registered,2024-02-18
U0055,kyc_completed,2024-02-19
U0055,card_activated,2024-02-20
U0055,first_transaction,2024-02-21
U0056,app_downloaded,2024-08-12
U0056,registered,2024-08-13
U0056,kyc_completed,2024-08-14
U0056,card_activated,2024-08-15
U0056,first_transaction,2024-08-16
U0057,app_downloaded,2024-12-31
U0057,registered,2025-01-01
U0058,app_downloaded,2024-09-29
U0058,registered,2024-09-30
U0058,kyc_completed,2024-10-01
U0058,card_activated,2024-10-02
U0058,first_transaction,2024-10-03
U0059,app_downloaded,2024-07-12
U0059,registered,2024-07-13
U0059,kyc_completed,2024-07-14
U0059,card_activated,2024-07-15
U0059,first_transaction,2024-07-16
U0060,app_downloaded,2024-02-20
U0060,registered,2024-02-21
U0060,kyc_completed,2024-02-22
U0061,app_downloaded,2024-03-15
U0061,registered,2024-03-16
U0061,kyc_completed,2024-03-17
U0061,card_activated,2024-03-18
U0061,first_transaction,2024-03-19
U0062,app_downloaded,2024-12-12
U0062,registered,2024-12-13
U0063,app_downloaded,2024-09-18
U0063,registered,2024-09-19
U0063,kyc_completed,2024-09-20
U0063,card_activated,2024-09-21
U0063,first_transaction,2024-09-22
U0064,app_downloaded,2024-05-05
U0065,app_downloaded,2024-02-01
U0065,registered,2024-02-02
U0065,kyc_completed,2024-02-03
U0065,card_activated,2024-02-04
U0065,first_transaction,2024-02-05
U0066,app_downloaded,2024-09-29
U0066,registered,2024-09-30
U0066,kyc_completed,2024-10-01
U0066,card_activated,2024-10-02
U0067,app_downloaded,2024-12-30
U0067,registered,2024-12-31
U0067,kyc_completed,2025-01-01
U0067,card_activated,2025-01-02
U0068,app_downloaded,2024-08-03
U0068,registered,2024-08-04
U0069,app_downloaded,2024-08-30
U0069,registered,2024-08-31
U0069,kyc_completed,2024-09-01
U0070,app_downloaded,2024-02-23
U0070,registered,2024-02-24
U0070,kyc_completed,2024-02-25
U0070,card_activated,2024-02-26
U0071,app_downloaded,2024-05-13
U0071,registered,2024-05-14
U0072,app_downloaded,2024-08-16
U0072,registered,2024-08-17
U0072,kyc_completed,2024-08-18
U0072,card_activated,2024-08-19
U0072,first_transaction,2024-08-20
U0073,app_downloaded,2024-06-08
U0073,registered,2024-06-09
U0073,kyc_completed,2024-06-10
U0073,card_activated,2024-06-11
U0073,first_transaction,2024-06-12
U0074,app_downloaded,2024-12-03
U0074,registered,2024-12-04
U0074,kyc_completed,2024-12-05
U0074,card_activated,2024-12-06
U0075,app_downloaded,2024-01-27
U0075,registered,2024-01-28
U0075,kyc_completed,2024-01-29
U0075,card_activated,2024-01-30
U0076,app_downloaded,2024-10-23
U0076,registered,2024-10-24
U0076,kyc_completed,2024-10-25
U0076,card_activated,2024-10-26
U0077,app_downloaded,2024-07-31
U0077,registered,2024-08-01
U0077,kyc_completed,2024-08-02
U0077,card_activated,2024-08-03
U0077,first_transaction,2024-08-04
U0078,app_downloaded,2024-03-01
U0079,app_downloaded,2024-02-25
U0079,registered,2024-02-26
U0079,kyc_completed,2024-02-27
U0079,card_activated,2024-02-28
U0080,app_downloaded,2024-04-15
U0080,registered,2024-04-16
U0080,kyc_completed,2024-04-17
U0080,card_activated,2024-04-18
U0080,first_transaction,2024-04-19
U0081,app_downloaded,2024-09-09
U0081,registered,2024-09-10
U0081,kyc_completed,2024-09-11
U0081,card_activated,2024-09-12
U0081,first_transaction,2024-09-13
U0082,app_downloaded,2024-01-02
U0083,app_downloaded,2024-10-28
U0083,registered,2024-10-29
U0083,kyc_completed,2024-10-30
U0083,card_activated,2024-10-31
U0083,first_transaction,2024-11-01
U0084,app_downloaded,2024-02-21
U0084,registered,2024-02-22
U0084,kyc_completed,2024-02-23
U0084,card_activated,2024-02-24
U0085,app_downloaded,2024-09-27
U0085,registered,2024-09-28
U0085,kyc_completed,2024-09-29
U0086,app_downloaded,2024-03-01
U0086,registered,2024-03-02
U0087,app_downloaded,2024-07-29
U0087,registered,2024-07-30
U0087,kyc_completed,2024-07-31
U0087,card_activated,2024-08-01
U0087,first_transaction,2024-08-02
U0088,app_downloaded,2024-11-20
U0088,registered,2024-11-21
U0088,kyc_completed,2024-11-22
U0088,card_activated,2024-11-23
U0088,first_transaction,2024-11-24
U0089,app_downloaded,2024-09-11
U0089,registered,2024-09-12
U0089,kyc_completed,2024-09-13
U0089,card_activated,2024-09-14
U0090,app_downloaded,2024-04-05
U0090,registered,2024-04-06
U0090,kyc_completed,2024-04-07
U0090,card_activated,2024-04-08
U0091,app_downloaded,2024-11-18
U0091,registered,2024-11-19
U0091,kyc_completed,2024-11-20
U0091,card_activated,2024-11-21
U0092,app_downloaded,2024-08-04
U0092,registered,2024-08-05
U0092,kyc_completed,2024-08-06
U0093,app_downloaded,2024-08-28
U0093,registered,2024-08-29
U0094,app_downloaded,2024-07-03
U0094,registered,2024-07-04
U0094,kyc_completed,2024-07-05
U0094,card_activated,2024-07-06
U0094,first_transaction,2024-07-07
U0095,app_downloaded,2024-09-27
U0095,registered,2024-09-28
U0095,kyc_completed,2024-09-29
U0095,card_activated,2024-09-30
U0096,app_downloaded,2024-11-18
U0096,registered,2024-11-19
U0096,kyc_completed,2024-11-20
U0096,card_activated,2024-11-21
U0097,app_downloaded,2024-07-29
U0097,registered,2024-07-30
U0097,kyc_completed,2024-07-31
U0097,card_activated,2024-08-01
U0097,first_transaction,2024-08-02
U0098,app_downloaded,2024-01-27
U0098,registered,2024-01-28
U0098,kyc_completed,2024-01-29
U0098,card_activated,2024-01-30
U0099,app_downloaded,2024-11-08
U0099,registered,2024-11-09
U0099,kyc_completed,2024-11-10
U0099,card_activated,2024-11-11
U0099,first_transaction,2024-11-12
U0100,app_downloaded,2024-03-31
U0100,registered,2024-04-01
U0100,kyc_completed,2024-04-02
U0101,app_downloaded,2024-08-02
U0101,registered,2024-08-03
U0101,kyc_completed,2024-08-04
U0101,card_activated,2024-08-05
U0101,first_transaction,2024-08-06
U0102,app_downloaded,2024-07-13
U0102,registered,2024-07-14
U0102,kyc_completed,2024-07-15
U0102,card_activated,2024-07-16
U0102,first_transaction,2024-07-17
U0103,app_downloaded,2024-12-02
U0103,registered,2024-12-03
U0104,app_downloaded,2024-08-11
U0104,registered,2024-08-12
U0104,kyc_completed,2024-08-13
U0104,card_activated,2024-08-14
U0104,first_transaction,2024-08-15
U0105,app_downloaded,2024-05-01
U0105,registered,2024-05-02
U0106,app_downloaded,2024-10-09
U0106,registered,2024-10-10
U0106,kyc_completed,2024-10-11
U0106,card_activated,2024-10-12
U0106,first_transaction,2024-10-13
U0107,app_downloaded,2024-04-30
U0108,app_downloaded,2024-11-03
U0108,registered,2024-11-04
U0109,app_downloaded,2024-02-11
U0109,registered,2024-02-12
U0109,kyc_completed,2024-02-13
U0109,card_activated,2024-02-14
U0110,app_downloaded,2024-09-16
U0110,registered,2024-09-17
U0111,app_downloaded,2024-07-04
U0111,registered,2024-07-05
U0111,kyc_completed,2024-07-06
U0112,app_downloaded,2024-03-18
U0112,registered,2024-03-19
U0112,kyc_completed,2024-03-20
U0112,card_activated,2024-03-21
U0113,app_downloaded,2024-05-24
U0113,registered,2024-05-25
U0113,kyc_completed,2024-05-26
U0113,card_activated,2024-05-27
U0114,app_downloaded,2024-03-01
U0114,registered,2024-03-02
U0114,kyc_completed,2024-03-03
U0115,app_downloaded,2024-08-30
U0115,registered,2024-08-31
U0115,kyc_completed,2024-09-01
U0115,card_activated,2024-09-02
U0115,first_transaction,2024-09-03
U0116,app_downloaded,2024-01-27
U0116,registered,2024-01-28
U0117,app_downloaded,2024-06-02
U0117,registered,2024-06-03
U0117,kyc_completed,2024-06-04
U0117,card_activated,2024-06-05
U0118,app_downloaded,2024-01-07
U0119,app_downloaded,2024-04-05
U0119,registered,2024-04-06
U0119,kyc_completed,2024-04-07
U0119,card_activated,2024-04-08
U0119,first_transaction,2024-04-09
U0120,app_downloaded,2024-05-25
U0120,registered,2024-05-26
U0120,kyc_completed,2024-05-27
U0120,card_activated,2024-05-28
U0121,app_downloaded,2024-03-13
U0121,registered,2024-03-14
U0121,kyc_completed,2024-03-15
U0121,card_activated,2024-03-16
U0122,app_downloaded,2024-05-12
U0122,registered,2024-05-13
U0122,kyc_completed,2024-05-14
U0122,card_activated,2024-05-15
U0123,app_downloaded,2024-08-13
U0123,registered,2024-08-14
U0123,kyc_completed,2024-08-15
U0123,card_activated,2024-08-16
U0123,first_transaction,2024-08-17
U0124,app_downloaded,2024-12-31
U0124,registered,2025-01-01
U0124,kyc_completed,2025-01-02
U0124,card_activated,2025-01-03
U0124,first_transaction,2025-01-04
U0125,app_downloaded,2024-12-25
U0125,registered,2024-12-26
U0125,kyc_completed,2024-12-27
U0125,card_activated,2024-12-28
U0126,app_downloaded,2024-07-07
U0126,registered,2024-07-08
U0127,app_downloaded,2024-09-20
U0127,registered,2024-09-21
U0127,kyc_completed,2024-09-22
U0127,card_activated,2024-09-23
U0127,first_transaction,2024-09-24
U0128,app_downloaded,2024-03-13
U0128,registered,2024-03-14
U0128,kyc_completed,2024-03-15
U0128,card_activated,2024-03-16
U0128,first_transaction,2024-03-17
U0129,app_downloaded,2024-03-05
U0129,registered,2024-03-06
U0129,kyc_completed,2024-03-07
U0130,app_downloaded,2024-05-30
U0130,registered,2024-05-31
U0130,kyc_completed,2024-06-01
U0130,card_activated,2024-06-02
U0131,app_downloaded,2024-09-29
U0131,registered,2024-09-30
U0131,kyc_completed,2024-10-01
U0131,card_activated,2024-10-02
U0131,first_transaction,2024-10-03
U0132,app_downloaded,2024-07-07
U0132,registered,2024-07-08
U0133,app_downloaded,2024-07-15
U0133,registered,2024-07-16
U0133,kyc_completed,2024-07-17
U0134,app_downloaded,2024-11-18
U0134,registered,2024-11-19
U0134,kyc_completed,2024-11-20
U0134,card_activated,2024-11-21
U0135,app_downloaded,2024-08-19
U0135,registered,2024-08-20
U0135,kyc_completed,2024-08-21
U0135,card_activated,2024-08-22
U0135,first_transaction,2024-08-23
U0136,app_downloaded,2024-06-10
U0136,registered,2024-06-11
U0137,app_downloaded,2024-02-14
U0137,registered,2024-02-15
U0137,kyc_completed,2024-02-16
U0137,card_activated,2024-02-17
U0138,app_downloaded,2024-03-14
U0138,registered,2024-03-15
U0138,kyc_completed,2024-03-16
U0138,card_activated,2024-03-17
U0138,first_transaction,2024-03-18
U0139,app_downloaded,2024-04-23
U0139,registered,2024-04-24
U0139,kyc_completed,2024-04-25
U0139,card_activated,2024-04-26
U0140,app_downloaded,2024-01-18
U0141,app_downloaded,2024-07-02
U0141,registered,2024-07-03
U0141,kyc_completed,2024-07-04
U0141,card_activated,2024-07-05
U0141,first_transaction,2024-07-06
U0142,app_downloaded,2024-07-02
U0142,registered,2024-07-03
U0142,kyc_completed,2024-07-04
U0142,card_activated,2024-07-05
U0142,first_transaction,2024-07-06
U0143,app_downloaded,2024-05-17
U0143,registered,2024-05-18
U0143,kyc_completed,2024-05-19
U0143,card_activated,2024-05-20
U0144,app_downloaded,2024-05-28
U0144,registered,2024-05-29
U0144,kyc_completed,2024-05-30
U0144,card_activated,2024-05-31
U0144,first_transaction,2024-06-01
U0145,app_downloaded,2024-08-04
U0145,registered,2024-08-05
U0145,kyc_completed,2024-08-06
U0146,app_downloaded,2024-12-16
U0146,registered,2024-12-17
U0146,kyc_completed,2024-12-18
U0146,card_activated,2024-12-19
U0147,app_downloaded,2024-03-26
U0147,registered,2024-03-27
U0147,kyc_completed,2024-03-28
U0147,card_activated,2024-03-29
U0147,first_transaction,2024-03-30
U0148,app_downloaded,2024-04-01
U0148,registered,2024-04-02
U0148,kyc_completed,2024-04-03
U0148,card_activated,2024-04-04
U0148,first_transaction,2024-04-05
U0149,app_downloaded,2024-08-13
U0149,registered,2024-08-14
U0149,kyc_completed,2024-08-15
U0149,card_activated,2024-08-16
U0150,app_downloaded,2024-03-25
U0150,registered,2024-03-26
U0151,app_downloaded,2024-04-23
U0151,registered,2024-04-24
U0151,kyc_completed,2024-04-25
U0152,app_downloaded,2024-02-05
U0152,registered,2024-02-06
U0152,kyc_completed,2024-02-07
U0153,app_downloaded,2024-10-20
U0153,registered,2024-10-21
U0153,kyc_completed,2024-10-22
U0153,card_activated,2024-10-23
U0153,first_transaction,2024-10-24
U0154,app_downloaded,2024-05-14
U0154,registered,2024-05-15
U0154,kyc_completed,2024-05-16
U0155,app_downloaded,2024-02-22
U0155,registered,2024-02-23
U0155,kyc_completed,2024-02-24
U0155,card_activated,2024-02-25
U0156,app_downloaded,2024-03-25
U0156,registered,2024-03-26
U0156,kyc_completed,2024-03-27
U0156,card_activated,2024-03-28
U0157,app_downloaded,2024-04-02
U0157,registered,2024-04-03
U0157,kyc_completed,2024-04-04
U0158,app_downloaded,2024-09-27
U0158,registered,2024-09-28
U0158,kyc_completed,2024-09-29
U0159,app_downloaded,2024-10-10
U0159,registered,2024-10-11
U0159,kyc_completed,2024-10-12
U0160,app_downloaded,2024-08-09
U0160,registered,2024-08-10
U0160,kyc_completed,2024-08-11
U0160,card_activated,2024-08-12
U0160,first_transaction,2024-08-13
U0161,app_downloaded,2024-07-07
U0161,registered,2024-07-08
U0161,kyc_completed,2024-07-09
U0161,card_activated,2024-07-10
U0161,first_transaction,2024-07-11
U0162,app_downloaded,2024-04-06
U0162,registered,2024-04-07
U0163,app_downloaded,2024-10-31
U0163,registered,2024-11-01
U0163,kyc_completed,2024-11-02
U0163,card_activated,2024-11-03
U0163,first_transaction,2024-11-04
U0164,app_downloaded,2024-01-24
U0164,registered,2024-01-25
U0165,app_downloaded,2024-02-12
U0165,registered,2024-02-13
U0165,kyc_completed,2024-02-14
U0165,card_activated,2024-02-15
U0165,first_transaction,2024-02-16
U0166,app_downloaded,2024-09-05
U0166,registered,2024-09-06
U0166,kyc_completed,2024-09-07
U0166,card_activated,2024-09-08
U0166,first_transaction,2024-09-09
U0167,app_downloaded,2024-07-25
U0167,registered,2024-07-26
U0167,kyc_completed,2024-07-27
U0167,card_activated,2024-07-28
U0167,first_transaction,2024-07-29
U0168,app_downloaded,2024-07-27
U0168,registered,2024-07-28
U0168,kyc_completed,2024-07-29
U0168,card_activated,2024-07-30
U0169,app_downloaded,2024-01-07
U0169,registered,2024-01-08
U0169,kyc_completed,2024-01-09
U0169,card_activated,2024-01-10
U0170,app_downloaded,2024-02-03
U0170,registered,2024-02-04
U0170,kyc_completed,2024-02-05
U0171,app_downloaded,2024-10-16
U0171,registered,2024-10-17
U0171,kyc_completed,2024-10-18
U0171,card_activated,2024-10-19
U0171,first_transaction,2024-10-20
U0172,app_downloaded,2024-02-02
U0172,registered,2024-02-03
U0172,kyc_completed,2024-02-04
U0172,card_activated,2024-02-05
U0173,app_downloaded,2024-02-19
U0173,registered,2024-02-20
U0173,kyc_completed,2024-02-21
U0173,card_activated,2024-02-22
U0173,first_transaction,2024-02-23
U0174,app_downloaded,2024-10-14
U0174,registered,2024-10-15
U0174,kyc_completed,2024-10-16
U0174,card_activated,2024-10-17
U0174,first_transaction,2024-10-18
U0175,app_downloaded,2024-02-17
U0175,registered,2024-02-18
U0176,app_downloaded,2024-02-07
U0176,registered,2024-02-08
U0176,kyc_completed,2024-02-09
U0176,card_activated,2024-02-10
U0176,first_transaction,2024-02-11
U0177,app_downloaded,2024-02-11
U0177,registered,2024-02-12
U0177,kyc_completed,2024-02-13
U0177,card_activated,2024-02-14
U0177,first_transaction,2024-02-15
U0178,app_downloaded,2024-11-29
U0178,registered,2024-11-30
U0178,kyc_completed,2024-12-01
U0179,app_downloaded,2024-10-19
U0179,registered,2024-10-20
U0179,kyc_completed,2024-10-21
U0179,card_activated,2024-10-22
U0179,first_transaction,2024-10-23
U0180,app_downloaded,2024-01-18
U0180,registered,2024-01-19
U0180,kyc_completed,2024-01-20
U0180,card_activated,2024-01-21
U0180,first_transaction,2024-01-22
U0181,app_downloaded,2024-08-21
U0181,registered,2024-08-22
U0181,kyc_completed,2024-08-23
U0181,card_activated,2024-08-24
U0182,app_downloaded,2024-11-14
U0182,registered,2024-11-15
U0182,kyc_completed,2024-11-16
U0183,app_downloaded,2024-11-27
U0183,registered,2024-11-28
U0183,kyc_completed,2024-11-29
U0183,card_activated,2024-11-30
U0183,first_transaction,2024-12-01
U0184,app_downloaded,2024-10-19
U0184,registered,2024-10-20
U0184,kyc_completed,2024-10-21
U0184,card_activated,2024-10-22
U0184,first_transaction,2024-10-23
U0185,app_downloaded,2024-10-14
U0185,registered,2024-10-15
U0185,kyc_completed,2024-10-16
U0185,card_activated,2024-10-17
U0186,app_downloaded,2024-08-08
U0186,registered,2024-08-09
U0186,kyc_completed,2024-08-10
U0187,app_downloaded,2024-05-01
U0187,registered,2024-05-02
U0187,kyc_completed,2024-05-03
U0188,app_downloaded,2024-10-06
U0188,registered,2024-10-07
U0188,kyc_completed,2024-10-08
U0189,app_downloaded,2024-07-24
U0189,registered,2024-07-25
U0189,kyc_completed,2024-07-26
U0189,card_activated,2024-07-27
U0190,app_downloaded,2024-11-08
U0190,registered,2024-11-09
U0190,kyc_completed,2024-11-10
U0191,app_downloaded,2024-02-26
U0191,registered,2024-02-27
U0192,app_downloaded,2024-03-14
U0192,registered,2024-03-15
U0192,kyc_completed,2024-03-16
U0193,app_downloaded,2024-04-06
U0193,registered,2024-04-07
U0193,kyc_completed,2024-04-08
U0194,app_downloaded,2024-09-03
U0194,registered,2024-09-04
U0194,kyc_completed,2024-09-05
U0194,card_activated,2024-09-06
U0194,first_transaction,2024-09-07
U0195,app_downloaded,2024-11-28
U0195,registered,2024-11-29
U0195,kyc_completed,2024-11-30
U0195,card_activated,2024-12-01
U0195,first_transaction,2024-12-02
U0196,app_downloaded,2024-09-27
U0196,registered,2024-09-28
U0196,kyc_completed,2024-09-29
U0196,card_activated,2024-09-30
U0197,app_downloaded,2024-11-03
U0197,registered,2024-11-04
U0197,kyc_completed,2024-11-05
U0197,card_activated,2024-11-06
U0197,first_transaction,2024-11-07
U0198,app_downloaded,2024-02-02
U0198,registered,2024-02-03
U0198,kyc_completed,2024-02-04
U0199,app_downloaded,2024-05-26
U0199,registered,2024-05-27
U0199,kyc_completed,2024-05-28
U0200,app_downloaded,2024-05-26
U0200,registered,2024-05-27
U0200,kyc_completed,2024-05-28
U0200,card_activated,2024-05-29
U0200,first_transaction,2024-05-30
U0201,app_downloaded,2024-11-18
U0201,registered,2024-11-19
U0201,kyc_completed,2024-11-20
U0201,card_activated,2024-11-21
U0202,app_downloaded,2024-03-22
U0202,registered,2024-03-23
U0202,kyc_completed,2024-03-24
U0202,card_activated,2024-03-25
U0202,first_transaction,2024-03-26
U0203,app_downloaded,2024-05-27
U0203,registered,2024-05-28
U0203,kyc_completed,2024-05-29
U0204,app_downloaded,2024-05-10
U0204,registered,2024-05-11
U0204,kyc_completed,2024-05-12
U0204,card_activated,2024-05-13
U0204,first_transaction,2024-05-14
U0205,app_downloaded,2024-01-24
U0205,registered,2024-01-25
U0205,kyc_completed,2024-01-26
U0205,card_activated,2024-01-27
U0206,app_downloaded,2024-06-05
U0206,registered,2024-06-06
U0206,kyc_completed,2024-06-07
U0206,card_activated,2024-06-08
U0206,first_transaction,2024-06-09
U0207,app_downloaded,2024-11-04
U0207,registered,2024-11-05
U0207,kyc_completed,2024-11-06
U0208,app_downloaded,2024-08-27
U0208,registered,2024-08-28
U0208,kyc_completed,2024-08-29
U0208,card_activated,2024-08-30
U0208,first_transaction,2024-08-31
U0209,app_downloaded,2024-11-13
U0209,registered,2024-11-14
U0209,kyc_completed,2024-11-15
U0209,card_activated,2024-11-16
U0210,app_downloaded,2024-01-08
U0210,registered,2024-01-09
U0211,app_downloaded,2024-10-04
U0211,registered,2024-10-05
U0211,kyc_completed,2024-10-06
U0212,app_downloaded,2024-03-23
U0212,registered,2024-03-24
U0212,kyc_completed,2024-03-25
U0212,card_activated,2024-03-26
U0212,first_transaction,2024-03-27
U0213,app_downloaded,2024-02-04
U0213,registered,2024-02-05
U0213,kyc_completed,2024-02-06
U0213,card_activated,2024-02-07
U0213,first_transaction,2024-02-08
U0214,app_downloaded,2024-12-02
U0215,app_downloaded,2024-06-22
U0215,registered,2024-06-23
U0215,kyc_completed,2024-06-24
U0215,card_activated,2024-06-25
